,District,Crop,Season,Stage,Attribute,Govt_Sowing_Window,Govt_Harvest_Window,Recommended_Task_Window,Optimum_Range,Slightly_Low_Range,Slightly_Low_Risk,Slightly_Low_Action,Very_Low_Range,Very_Low_Risk,Very_Low_Action,Slightly_High_Range,Slightly_High_Risk,Slightly_High_Action,Very_High_Range,Very_High_Risk,Very_High_Action,Reference_Source,Stage_Cost_INR_per_acre,Cumulative_Cost_INR_per_acre,Min_Value,Max_Value,Unit
51,Bagalkot,Jowar,Kharif,Germination & Establishment,Humidity,15 Jun – 15 Jul,15 Sep – 15 Oct,15 Jun – 3 Jul,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1500,8300,60,80,
52,Bagalkot,Jowar,Kharif,Vegetative Growth,Temperature,15 Jun – 15 Jul,15 Sep – 15 Oct,4 Jul – 9 Aug,22-32 °C,20–22 °C,Slow growth,Maintain moisture,<20 °C,Stunted plants,Avoid stress,32–35 °C,Leaf rolling,Mulching,>35 °C,Heat stress,Light irrigation,ICAR,2000,10300,22,32,°C
53,Bagalkot,Jowar,Kharif,Vegetative Growth,Rainfall,15 Jun – 15 Jul,15 Sep – 15 Oct,4 Jul – 9 Aug,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2000,10300,30,60,mm/week
54,Bagalkot,Jowar,Kharif,Vegetative Growth,Humidity,15 Jun – 15 Jul,15 Sep – 15 Oct,4 Jul – 9 Aug,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2000,10300,60,80,
55,Bagalkot,Jowar,Kharif,Flowering & Grain Formation,Temperature,15 Jun – 15 Jul,15 Sep – 15 Oct,10 Aug – 9 Sep,21-30 °C,18–21 °C,Delayed flowering,Maintain moisture,<18 °C,Poor grain set,Avoid stress,30–33 °C,Reduced pollination,Mulching,>33 °C,Sterility,Emergency irrigation,ICAR,1800,12100,21,30,°C
56,Bagalkot,Jowar,Kharif,Flowering & Grain Formation,Rainfall,15 Jun – 15 Jul,15 Sep – 15 Oct,10 Aug – 9 Sep,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Flower abortion,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,1800,12100,30,50,mm/week
57,Bagalkot,Jowar,Kharif,Flowering & Grain Formation,Humidity,15 Jun – 15 Jul,15 Sep – 15 Oct,10 Aug – 9 Sep,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1800,12100,60,80,
58,Bagalkot,Jowar,Kharif,Maturity & Harvesting,Temperature,15 Jun – 15 Jul,15 Sep – 15 Oct,10 Sep – 15 Oct,20-28 °C,28–30 °C,Reduced grain weight,Maintain moisture,<18 °C,Poor grain filling,Avoid stress,30–33 °C,Chalky grains,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,1500,13600,20,28,°C
59,Bagalkot,Jowar,Kharif,Maturity & Harvesting,Rainfall,15 Jun – 15 Jul,15 Sep – 15 Oct,10 Sep – 15 Oct,20-40 mm/week,40–50 mm,Grain spoilage,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Yield loss,Field drainage,FAO,1500,13600,20,40,mm/week
60,Bagalkot,Jowar,Kharif,Maturity & Harvesting,Humidity,15 Jun – 15 Jul,15 Sep – 15 Oct,10 Sep – 15 Oct,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1500,13600,60,80,
61,Bagalkot,Maize,Kharif,Germination & Establishment,Temperature,8 Jun – 8 Jul,31 Oct – 30 Nov,8 Jun – 4 Jul,18-30 °C,16–18 °C,Slow emergence,Ensure soil moisture,<16 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"CIMMYT, ICAR",2000,2000,18,30,°C
61,Bagalkot,Maize,Kharif,Germination & Establishment,Soil Nitrogen,8 Jun – 8 Jul,31 Oct – 30 Nov,8 Jun – 4 Jul,150-200 kg/ha,113–149 kg/ha,"V-shaped yellowing on lower leaves, stunted growth",Top dress Urea at knee-high stage,< 112 kg/ha,"Severe stunting, thin stalks, firing of lower leaves",Immediate soil drenching with Urea,201–250 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 251 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,2000,150,200,kg/ha
61,Bagalkot,Maize,Kharif,Germination & Establishment,Soil Phosphorus,8 Jun – 8 Jul,31 Oct – 30 Nov,8 Jun – 4 Jul,75-100 kg/ha,57–74 kg/ha,"Purple tint on leaves (anthocyanin), slow growth",Apply DAP or SSP near root zone,< 56 kg/ha,"Defective ear formation, delayed maturity",Foliar spray of 19:19:19 or DAP,101–125 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 126 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,2000,75,100,kg/ha
61,Bagalkot,Maize,Kharif,Germination & Establishment,Soil Potassium,8 Jun – 8 Jul,31 Oct – 30 Nov,8 Jun – 4 Jul,40-50 kg/ha,31–39 kg/ha,"Scorched leaf margins (firing), lodging",Apply Muriate of Potash (MOP),< 30 kg/ha,"Empty cob tips, weak stalks, poor grain filling",Foliar spray of Potassium Nitrate,51–62 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 63 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,2000,2000,40,50,kg/ha
62,Bagalkot,Maize,Kharif,Germination & Establishment,Rainfall,8 Jun – 8 Jul,31 Oct – 30 Nov,8 Jun – 4 Jul,20-40 mm/week,10–20 mm,Low soil moisture,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Waterlogging risk,Drain excess water,>60 mm,Seed rot,Ensure drainage,FAO,2000,2000,20,40,mm/week
63,Bagalkot,Maize,Kharif,Germination & Establishment,Humidity,8 Jun – 8 Jul,31 Oct – 30 Nov,8 Jun – 4 Jul,60-80 %,80–85 %,Disease risk,Improve aeration,>85 %,Fungal outbreak,Avoid excess moisture,80–85 %,Seed rot / Damping off,Ensure good drainage,>85 %,Poor stand establishment,"Re-sow if necessary, treat seeds",CIMMYT,2000,2000,60,80,
64,Bagalkot,Maize,Kharif,Vegetative Growth,Temperature,8 Jun – 8 Jul,31 Oct – 30 Nov,5 Jul – 4 Sep,20-32 °C,18–20 °C,Slow leaf growth,Maintain moisture,<18 °C,Stunted growth,Avoid stress,32–35 °C,Leaf rolling,Mulching,>35 °C,Heat stress,Light irrigation,CIMMYT,3000,5000,20,32,°C
65,Bagalkot,Maize,Kharif,Vegetative Growth,Rainfall,8 Jun – 8 Jul,31 Oct – 30 Nov,5 Jul – 4 Sep,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,3000,5000,30,60,mm/week
66,Bagalkot,Maize,Kharif,Vegetative Growth,Humidity,8 Jun – 8 Jul,31 Oct – 30 Nov,5 Jul – 4 Sep,60-75 %,75–80 %,Disease favoring,Improve airflow,>80 %,Leaf disease outbreak,Monitor crop,80–85 %,Fungal leaf blight risk,Improve field aeration,>85 %,Stalk rot / Severe blight,Apply recommended fungicide,ICAR,3000,5000,60,75,
67,Bagalkot,Maize,Kharif,Flowering & Tasseling,Temperature,8 Jun – 8 Jul,31 Oct – 30 Nov,5 Sep – 18 Oct,21-30 °C,18–21 °C,Delayed tasseling,Maintain moisture,<18 °C,Poor pollen viability,Avoid stress,30–33 °C,Poor pollination,Mulching + irrigation,>33 °C,Pollen sterility,Emergency irrigation,CIMMYT,2500,7500,21,30,°C
68,Bagalkot,Maize,Kharif,Flowering & Tasseling,Rainfall,8 Jun – 8 Jul,31 Oct – 30 Nov,5 Sep – 18 Oct,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Pollination failure,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2500,7500,30,50,mm/week
69,Bagalkot,Maize,Kharif,Flowering & Tasseling,Humidity,8 Jun – 8 Jul,31 Oct – 30 Nov,5 Sep – 18 Oct,60-70 %,70–75 %,Disease risk,Improve airflow,>75 %,Fungal infection,Monitor crop,80–85 %,Pollen clumping / Poor set,Avoid overhead irrigation,>85 %,Cob rot risk,Ensure air circulation,ICAR,2500,7500,60,70,
70,Bagalkot,Maize,Kharif,Seed Filling & Maturity,Temperature,8 Jun – 8 Jul,31 Oct – 30 Nov,19 Oct – 30 Nov,20-28 °C,28–30 °C,Reduced grain weight,Maintain moisture,<18 °C,Poor grain filling,Avoid stress,30–33 °C,Chalky grains,Light irrigation,>33 °C,Yield loss,Irrigate lightly,CIMMYT,1500,9000,20,28,°C
71,Bagalkot,Maize,Kharif,Seed Filling & Maturity,Rainfall,8 Jun – 8 Jul,31 Oct – 30 Nov,19 Oct – 30 Nov,20-40 mm/week,40–50 mm,Grain spoilage,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Yield loss,Field drainage,FAO,1500,9000,20,40,mm/week
72,Bagalkot,Maize,Kharif,Seed Filling & Maturity,Humidity,8 Jun – 8 Jul,31 Oct – 30 Nov,19 Oct – 30 Nov,55-65 %,65–70 %,Mold risk,Timely harvest,>70 %,Grain mold,Early harvest,75–80 %,Cob rot / Aflatoxin risk,Harvest at physiological maturity,>80 %,Grain spoilage,Harvest and dry immediately,ICAR,1500,9000,55,65,
73,Bagalkot,Red Gram,Kharif,Germination & Establishment,Temperature,8 Jul – 7 Aug,14 Feb – 15 Mar,8 Jul – 14 Aug,20-30 °C,18–20 °C,Delayed germination,Maintain soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICRISAT, ICAR",1600,18000,20,30,°C
73,Bagalkot,Red Gram,Kharif,Germination & Establishment,Soil Nitrogen,8 Jul – 7 Aug,14 Feb – 15 Mar,8 Jul – 14 Aug,100-150 kg/ha,76–99 kg/ha,"Reduced vigor, chlorosis",Apply Nitrogen fertilizer,< 75 kg/ha,Stunted growth,Immediate fertilization,151–187 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 188 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,18000,100,150,kg/ha
73,Bagalkot,Red Gram,Kharif,Germination & Establishment,Soil Phosphorus,8 Jul – 7 Aug,14 Feb – 15 Mar,8 Jul – 14 Aug,50-75 kg/ha,38–49 kg/ha,"Poor rooting, delayed maturity",Apply Phosphorus source,< 37 kg/ha,Purple leaves,Apply P fertilizer,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,18000,50,75,kg/ha
73,Bagalkot,Red Gram,Kharif,Germination & Establishment,Soil Potassium,8 Jul – 7 Aug,14 Feb – 15 Mar,8 Jul – 14 Aug,40-60 kg/ha,31–39 kg/ha,"Leaf scorching, pest issues",Apply Potash,< 30 kg/ha,Poor quality produce,Apply K fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,18000,40,60,kg/ha
74,Bagalkot,Red Gram,Kharif,Germination & Establishment,Rainfall,8 Jul – 7 Aug,14 Feb – 15 Mar,8 Jul – 14 Aug,20-40 mm/week,10–20 mm,Moisture stress,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Seed rot,Improve drainage,>60 mm,Waterlogging,Drain excess water,FAO,1600,18000,20,40,mm/week
75,Bagalkot,Red Gram,Kharif,Germination & Establishment,Humidity,8 Jul – 7 Aug,14 Feb – 15 Mar,8 Jul – 14 Aug,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1600,18000,60,80,
76,Bagalkot,Red Gram,Kharif,Vegetative Growth,Temperature,8 Jul – 7 Aug,14 Feb – 15 Mar,15 Aug – 5 Dec,22-32 °C,20–22 °C,Slow growth,Maintain moisture,<20 °C,Stunted plants,Avoid stress,32–35 °C,Leaf wilting,Mulching,>35 °C,Heat stress,Light irrigation,ICRISAT,2200,20200,22,32,°C
77,Bagalkot,Red Gram,Kharif,Vegetative Growth,Rainfall,8 Jul – 7 Aug,14 Feb – 15 Mar,15 Aug – 5 Dec,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2200,20200,30,60,mm/week
78,Bagalkot,Red Gram,Kharif,Vegetative Growth,Humidity,8 Jul – 7 Aug,14 Feb – 15 Mar,15 Aug – 5 Dec,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2200,20200,60,80,
79,Bagalkot,Red Gram,Kharif,Flowering & Pod Formation,Temperature,8 Jul – 7 Aug,14 Feb – 15 Mar,6 Dec – 25 Jan,21-30 °C,18–21 °C,Flower drop,Maintain moisture,<18 °C,Poor pod set,Avoid stress,30–33 °C,Reduced pollination,Mulching,>33 °C,Sterility,Emergency irrigation,ICRISAT,2400,22600,21,30,°C
80,Bagalkot,Red Gram,Kharif,Flowering & Pod Formation,Rainfall,8 Jul – 7 Aug,14 Feb – 15 Mar,6 Dec – 25 Jan,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Flower abortion,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2400,22600,30,50,mm/week
81,Bagalkot,Red Gram,Kharif,Flowering & Pod Formation,Humidity,8 Jul – 7 Aug,14 Feb – 15 Mar,6 Dec – 25 Jan,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2400,22600,60,80,
82,Bagalkot,Red Gram,Kharif,Pod Development & Maturity,Temperature,8 Jul – 7 Aug,14 Feb – 15 Mar,26 Jan – 15 Mar,20-28 °C,28–30 °C,Reduced seed filling,Maintain moisture,<18 °C,Poor seed development,Avoid stress,30–33 °C,Shriveled seeds,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,2000,24600,20,28,°C
83,Bagalkot,Red Gram,Kharif,Pod Development & Maturity,Rainfall,8 Jul – 7 Aug,14 Feb – 15 Mar,26 Jan – 15 Mar,20-40 mm/week,40–50 mm,Pod rot risk,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Pod rot,Field drainage,FAO,2000,24600,20,40,mm/week
84,Bagalkot,Red Gram,Kharif,Pod Development & Maturity,Humidity,8 Jul – 7 Aug,14 Feb – 15 Mar,26 Jan – 15 Mar,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2000,24600,60,80,
85,Bagalkot,Sesame,Kharif,Germination & Establishment,Temperature,23 Jun – 23 Jul,9 Oct – 8 Nov,23 Jun – 13 Jul,20-30 °C,18–20 °C,Delayed germination,Maintain soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICAR, FAO",1700,10500,20,30,°C
85,Bagalkot,Sesame,Kharif,Germination & Establishment,Soil Nitrogen,23 Jun – 23 Jul,9 Oct – 8 Nov,23 Jun – 13 Jul,100-150 kg/ha,76–99 kg/ha,"Reduced vigor, chlorosis",Apply Nitrogen fertilizer,< 75 kg/ha,Stunted growth,Immediate fertilization,151–187 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 188 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1700,10500,100,150,kg/ha
85,Bagalkot,Sesame,Kharif,Germination & Establishment,Soil Phosphorus,23 Jun – 23 Jul,9 Oct – 8 Nov,23 Jun – 13 Jul,50-75 kg/ha,38–49 kg/ha,"Poor rooting, delayed maturity",Apply Phosphorus source,< 37 kg/ha,Purple leaves,Apply P fertilizer,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1700,10500,50,75,kg/ha
85,Bagalkot,Sesame,Kharif,Germination & Establishment,Soil Potassium,23 Jun – 23 Jul,9 Oct – 8 Nov,23 Jun – 13 Jul,40-60 kg/ha,31–39 kg/ha,"Leaf scorching, pest issues",Apply Potash,< 30 kg/ha,Poor quality produce,Apply K fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1700,10500,40,60,kg/ha
86,Bagalkot,Sesame,Kharif,Germination & Establishment,Rainfall,23 Jun – 23 Jul,9 Oct – 8 Nov,23 Jun – 13 Jul,20-40 mm/week,10–20 mm,Moisture stress,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Seed rot,Improve drainage,>60 mm,Waterlogging,Drain excess water,FAO,1700,10500,20,40,mm/week
87,Bagalkot,Sesame,Kharif,Germination & Establishment,Humidity,23 Jun – 23 Jul,9 Oct – 8 Nov,23 Jun – 13 Jul,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1700,10500,60,80,
88,Bagalkot,Sesame,Kharif,Vegetative Growth,Temperature,23 Jun – 23 Jul,9 Oct – 8 Nov,14 Jul – 24 Aug,22-32 °C,20–22 °C,Slow vegetative growth,Maintain moisture,<20 °C,Stunted plants,Avoid stress,32–35 °C,Leaf wilting,Mulching,>35 °C,Heat stress,Light irrigation,ICAR,2400,12900,22,32,°C
89,Bagalkot,Sesame,Kharif,Vegetative Growth,Rainfall,23 Jun – 23 Jul,9 Oct – 8 Nov,14 Jul – 24 Aug,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2400,12900,30,60,mm/week
90,Bagalkot,Sesame,Kharif,Vegetative Growth,Humidity,23 Jun – 23 Jul,9 Oct – 8 Nov,14 Jul – 24 Aug,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2400,12900,60,80,
91,Bagalkot,Sesame,Kharif,Flowering & Capsule Formation,Temperature,23 Jun – 23 Jul,9 Oct – 8 Nov,25 Aug – 28 Sep,21-30 °C,18–21 °C,Flower drop,Maintain moisture,<18 °C,Poor seed set,Avoid stress,30–33 °C,Reduced pollination,Mulching,>33 °C,Sterility,Emergency irrigation,"ICAR, ICRISAT",2600,15500,21,30,°C
92,Bagalkot,Sesame,Kharif,Flowering & Capsule Formation,Rainfall,23 Jun – 23 Jul,9 Oct – 8 Nov,25 Aug – 28 Sep,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Flower abortion,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2600,15500,30,50,mm/week
93,Bagalkot,Sesame,Kharif,Flowering & Capsule Formation,Humidity,23 Jun – 23 Jul,9 Oct – 8 Nov,25 Aug – 28 Sep,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2600,15500,60,80,
94,Bagalkot,Sesame,Kharif,Maturity & Harvesting,Temperature,23 Jun – 23 Jul,9 Oct – 8 Nov,29 Sep – 8 Nov,20-28 °C,28–30 °C,Reduced seed weight,Maintain moisture,<18 °C,Poor filling,Avoid stress,30–33 °C,Chalky seeds,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,2100,17600,20,28,°C
95,Bagalkot,Sesame,Kharif,Maturity & Harvesting,Rainfall,23 Jun – 23 Jul,9 Oct – 8 Nov,29 Sep – 8 Nov,20-40 mm/week,40–50 mm,Seed spoilage,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Yield loss,Field drainage,FAO,2100,17600,20,40,mm/week
96,Bagalkot,Sesame,Kharif,Maturity & Harvesting,Humidity,23 Jun – 23 Jul,9 Oct – 8 Nov,29 Sep – 8 Nov,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2100,17600,60,80,
97,Bagalkot,Soybean,Kharif,Germination & Establishment,Temperature,15 May – 14 Jun,31 Aug – 30 Sep,15 May – 4 Jun,20-30 °C,18–20 °C,Delayed germination,Maintain soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICAR, FAO",1700,19300,20,30,°C
97,Bagalkot,Soybean,Kharif,Germination & Establishment,Soil Nitrogen,15 May – 14 Jun,31 Aug – 30 Sep,15 May – 4 Jun,100-150 kg/ha,76–99 kg/ha,"Reduced vigor, chlorosis",Apply Nitrogen fertilizer,< 75 kg/ha,Stunted growth,Immediate fertilization,151–187 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 188 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1700,19300,100,150,kg/ha
